asin,category_tree_path,category_name,category_level
B0DZPFT748,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0DZPFT748,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0DZPFT748,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0DSGHHHMC,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0DSGHHHMC,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0DSGHHHMC,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0DSGHHHMC,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0DSGHHHMC,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0DZPG8ZGV,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0DZPG8ZGV,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0DZPG8ZGV,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0DZPG8ZGV,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0DZPG8ZGV,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0BGBWJFWW,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0BGBWJFWW,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0BGBWJFWW,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0BGBWJFWW,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0BGBWJFWW,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0F8Q6FLR4,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0F8Q6FLR4,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0F8Q6FLR4,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0F8Q6FLR4,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0F8Q6FLR4,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0C9PC692K,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0C9PC692K,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0C9PC692K,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0C9PC692K,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0C9PC692K,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0DQ6PVLCV,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0DQ6PVLCV,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0DQ6PVLCV,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0DQ6PVLCV,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0DQ6PVLCV,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B07SQFGKDF,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B07SQFGKDF,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B07SQFGKDF,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B07SQFGKDF,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B07SQFGKDF,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B09JBRHG1D,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B09JBRHG1D,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B09JBRHG1D,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B09JBRHG1D,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B09JBRHG1D,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0F2BCYSZS,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0F2BCYSZS,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0F2BCYSZS,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0F2BCYSZS,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0F2BCYSZS,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0F2BG4KXQ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0F2BG4KXQ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0F2BG4KXQ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0F2BG4KXQ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0F2BG4KXQ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0F2BG3YFW,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0F2BG3YFW,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0F2BG3YFW,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0F2BG3YFW,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0F2BG3YFW,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0DS686YVC,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0DS686YVC,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0DS686YVC,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0DS686YVC,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0DS686YVC,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0F2BDSWBF,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0F2BDSWBF,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0F2BDSWBF,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0F2BDSWBF,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0F2BDSWBF,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B09P7NNZ74,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B09P7NNZ74,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B09P7NNZ74,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B09P7NNZ74,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B09P7NNZ74,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0F2BH31HH,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0F2BH31HH,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0F2BH31HH,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0F2BH31HH,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0F2BH31HH,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0DY7KGY8X,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0DY7KGY8X,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0DY7KGY8X,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0DY7KGY8X,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0DY7KGY8X,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0F632BBZG,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0F632BBZG,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0F632BBZG,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0F632BBZG,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0F632BBZG,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0FK4JS1WR,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0FK4JS1WR,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0FK4JS1WR,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0FK4JS1WR,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0FK4JS1WR,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0B9SS3HK7,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0B9SS3HK7,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0B9SS3HK7,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0B9SS3HK7,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0B9SS3HK7,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0C2ZKWQ7T,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0C2ZKWQ7T,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0C2ZKWQ7T,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0C2ZKWQ7T,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0C2ZKWQ7T,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0C2ZKQ5PC,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0C2ZKQ5PC,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0C2ZKQ5PC,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0C2ZKQ5PC,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0C2ZKQ5PC,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0C2ZLT9SN,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0C2ZLT9SN,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0C2ZLT9SN,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0C2ZLT9SN,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0C2ZLT9SN,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0C2ZMH6GK,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0C2ZMH6GK,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0C2ZMH6GK,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0C2ZMH6GK,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0C2ZMH6GK,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0F8Q64FQH,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0F8Q64FQH,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0F8Q64FQH,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0F8Q64FQH,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0F8Q64FQH,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0DQ6RM33G,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0DQ6RM33G,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0DQ6RM33G,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0DQ6RM33G,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0DQ6RM33G,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0FBR1M9MW,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0FBR1M9MW,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0FBR1M9MW,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0FBR1M9MW,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0FBR1M9MW,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B07RG8KM2C,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B07RG8KM2C,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B07RG8KM2C,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B07RG8KM2C,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B07RG8KM2C,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0C1TGD3NL,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0C1TGD3NL,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0C1TGD3NL,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0C1TGD3NL,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0C1TGD3NL,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0C1TFHV51,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0C1TFHV51,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0C1TFHV51,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0C1TFHV51,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0C1TFHV51,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0C1TFV3JZ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0C1TFV3JZ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0C1TFV3JZ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0C1TFV3JZ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0C1TFV3JZ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0C1TFSQBQ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0C1TFSQBQ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0C1TFSQBQ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0C1TFSQBQ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0C1TFSQBQ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0C1TGGC81,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0C1TGGC81,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0C1TGGC81,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0C1TGGC81,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0C1TGGC81,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B09MSR7BMP,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B09MSR7BMP,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B09MSR7BMP,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B09MSR7BMP,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B09MSR7BMP,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B09566SBGV,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B09566SBGV,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B09566SBGV,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B09566SBGV,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B09566SBGV,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0DVCZD19R,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0DVCZD19R,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0DVCZD19R,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0DVCZD19R,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0DVCZD19R,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0CJDF76BC,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0CJDF76BC,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0CJDF76BC,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0CJDF76BC,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0CJDF76BC,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0BK54BHL7,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0BK54BHL7,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0BK54BHL7,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0BK54BHL7,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0BK54BHL7,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0C3L375LT,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0C3L375LT,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0C3L375LT,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0C3L375LT,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0C3L375LT,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0C3L57H1T,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0C3L57H1T,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0C3L57H1T,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0C3L57H1T,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0C3L57H1T,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0BRL6XHKW,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0BRL6XHKW,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0BRL6XHKW,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0BRL6XHKW,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0BRL6XHKW,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0CCW3CG8N,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0CCW3CG8N,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0CCW3CG8N,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0CCW3CG8N,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0CCW3CG8N,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0BVBWRTGH,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0BVBWRTGH,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0BVBWRTGH,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0BVBWRTGH,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0BVBWRTGH,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0DW47STJG,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0DW47STJG,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0DW47STJG,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0DW47STJG,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0DW47STJG,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0DW48CVHG,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0DW48CVHG,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0DW48CVHG,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0DW48CVHG,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0DW48CVHG,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0DW4C55TL,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0DW4C55TL,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0DW4C55TL,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0DW4C55TL,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0DW4C55TL,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0DCMPRRFD,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0DCMPRRFD,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0DCMPRRFD,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0DCMPRRFD,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0DCMPRRFD,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0DW48SNK2,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0DW48SNK2,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0DW48SNK2,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0DW48SNK2,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0DW48SNK2,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0DCWCSYF5,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0DCWCSYF5,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0DCWCSYF5,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0DCWCSYF5,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0DCWCSYF5,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0FCGRW3X3,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0FCGRW3X3,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0FCGRW3X3,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0FCGRW3X3,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0FCGRW3X3,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0DCWCTP6F,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0DCWCTP6F,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0DCWCTP6F,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0DCWCTP6F,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0DCWCTP6F,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0DCWWZBKQ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0DCWWZBKQ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0DCWWZBKQ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0DCWWZBKQ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0DCWWZBKQ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0DCWBTJ93,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0DCWBTJ93,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0DCWBTJ93,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0DCWBTJ93,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0DCWBTJ93,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0FWFZGQ9D,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0FWFZGQ9D,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0FWFZGQ9D,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0FWFZGQ9D,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0FWFZGQ9D,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
